"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"556","Associació de Veïns Sant Josep. Vocalia de la dona","+34 93 337 10 68","avsantjosep@confavc.cat","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",461,"Carrer Ebre","18",NA,NA,NA,"08901","L'Hospitalet de Llobregat",NA,"41,364905377","2,108160717"
"557","Associació de Veïns Torre Llobeta. Vocalia de la Dona","+34 93 358 56 14","cctorrellobeta@yahoo.es","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",206,"Carrer Santa Fe","5",NA,NA,NA,"08031","Barcelona",NA,"41,426938838","2,173793535"
"558","Associació de Vídues de Molins de Rei","+34 93 668 27 33","pilar_raventos@yahoo.es","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",413,"Carrer Doctor Barraquer","35",NA,"1",NA,"08750","Molins de Rei",NA,"41,41024986","2,015654801"
"559","Associació de Vídues de Tarragona","+34 977 22 80 99","","","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",824,"Carrer de les Coques","1 C",NA,NA,NA,"43001","Tarragona",NA,"41,11850993","1,258353422"
"560","Associació de Vídues de Terrassa","+34 93 788 32 74","carmenpama@gmail.com","","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",280,"Carrer Blasco Garay","34",NA,NA,NA,"08221","Terrassa",NA,"41,559640458","2,006094655"
"561","Associació de Vídues de Vic i Comarca","+34 93 889 37 78","carminaalonsodominguez@yahoo.es","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",366,"Carrer Sant Pere","9",NA,NA,"Hotel d'Entitats","08500","Vic",NA,"41,927429994","2,252154695"
"562","Associació de Vídues Verge de Valldeflors del Pallars Jussà","+34 973 65 13 47","vidues@gmail.com","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",798,"Carrer Lleida","s/n",NA,NA,"Casal Cultural","25620","Tremp",NA,"0","0"
"563","Associació de Viudes de Barcelona","+34 603 795 188","assviudesbcn@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",230,"Carrer Bailèn","175",NA,NA,"Parròquia de Corpus Christi","08037","Barcelona",NA,"0","0"
"564","Associació Debo Yagare","+34 972 46 20 77","ciutadania@cassa.cat","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",577,"Carretera Provincial","116",NA,"2",NA,"17244","Cassà de la Selva",NA,"41,889841595","2,87382228"
"565","Associació del Casal de la Dona de Molins de Rei","+34 93 668 25 55","immaripoll@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",414,"Carrer Jacint Verdaguer","48",NA,NA,NA,"08750","Molins de Rei",NA,"41,414979763","2,018751389"
"566","Associació del Dones del Molar","+34 622436026","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",892,"Avinguda de Vilanova","1",NA,NA,NA,"43376","Molar",NA,"41,16419307","0,704606327"
"567","Associació d'Emprenedores i Empresàries de lesTerres de Lleida - ADELL","+34 973 24 57 54","cescart@cambrescat.es","","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",651,"Rambla Ferran","32",NA,NA,"COELL","25007","Lleida",NA,"41,618394541","0,630998234"
"568","Associació d'Empresàries, Directives i Professionals de Montcada i Reixac","+34 93 504 30 00","","http://www.asdem.cat","emprenedoria i direcció d'empreses; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",248,"Carrer Bonavista","13",NA,NA,NA,"08110","Montcada i Reixac",NA,"41,486429801","2,190477352"
"569","Associació Diàspora Solidària","+34 657 430 586","xarxamgd@gmail.com","http://www.diasporasolidaria.org/","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",32,"Carrer Nou de Sant Francesc","15",NA,NA,NA,"08002","Barcelona",NA,"41,378986564","2,177407688"
"570","Associació Dinamitzadora de la Xarxa Dones Girona","+34 620 875 781","xarxadonesgirona@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",543,"Carrer de la Cort Reial","7",NA,NA,NA,"17002","Girona",NA,"41,984595143","2,824966052"
"571","Associació Dinamitzadora de la Xarxa Feminista","+34 696723839","xarxafem@xarxafeminista.org","http://www.xarxafeminista.org","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",24,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"572","Associació Dinamitzadora de la Xarxa Internacional de Dones Periodistes i Comunicadores de Catalunya-Xarxa Internacional de Periodistes amb Visió de Gènere","+34 93 412 11 11","coordinacioxidpic.cat@gmail.com","http://donesxarxainternacional.blogspot.com/","pensaments feministes; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",37,"Rambla Catalunya","10",NA,"pral",NA,"08002","Barcelona",NA,"41,388039746","2,167869549"
"573","Associació Dit i Fet, Dones de Monistrol de Calders","+34 93 839 91 16","associacioditifet@gmail.com","http://ditifetmonistrol.consorcidelmoianes.cat","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",319,"Carrer Montserrat","6",NA,NA,NA,"08275","Monistrol de Calders",NA,"41,761422401","2,016031608"
"574","Associació Dolors Vives Rodón (de l'AAVV Pau Casals)","+34 656801882","","","cultura i arts; drets humans i cooperació","social_facility","woman","Generalitat de Catalunya","2019-03-29",866,"Plaça De l'hort dels canonges","1",NA,NA,NA,"43203","Reus",NA,"41,15616375","1,114595268"
"575","Associació Don@ de Fontcoberta","+34 ","donadefontcoberta@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",623,"Carrer Pau Casals","16",NA,NA,NA,"17833","Fontcoberta",NA,"42,146377831","2,771219102"
"576","Associació Dona Activa Tarragona (DAT)","+34 626195620","donaactiva.tarragona@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",826,"Carrer Sant Antoni Maria Claret","17","E3","2",NA,"43002","Tarragona",NA,"41,119744183","1,247211592"
"577","Associació Dona dóna: Grup de Recolzament a l'Alletament Matern de l'Alt Empordà (GRAMAE)","+34 676 97 33 68","donadona.altemporda@gmail.com","http://donadona.entitatsfigueres.cat/Home/_H4QS29qxa72hItLX8lOau1h2aUBkRIY4Ovtf9m3_0yUsc4z-UKAtJQ","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",615,"Plaça Remei Bosch","s/n",NA,NA,NA,"17600","Figueres",NA,"0","0"
"578","Associació Dona i Drets","+34 93 416 17 22","","http://www.donaidrets.org","interculturalitat i migració; jurídic i legal","social_facility","woman","Generalitat de Catalunya","2019-03-29",72,"Carrer de Tuset","18",NA,"5",NA,"08006","Barcelona",NA,"41,395818224","2,152314669"
"579","Associació Dona Rural","+34 973446326","donarural@gmail.com","","cultura i arts; món rural; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",791,"Carrer de la Sentiu","14",NA,NA,NA,"25600","Balaguer",NA,"41,786381492","0,811413462"
"580","Associació Donaviva","+34 678 795 625","donaviva_arenysdemunt@hotmail.com","http://donaviva.entitatsarenys.cat","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",346,"Carrer de l'Eixample","141",NA,NA,NA,"08358","Arenys de Munt",NA,"41,613155967","2,537283048"
"581","Associació Dones Actives d'Aiguaviva","+34 972 47 62 53","donesaiguaviva@gmail.com;","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",562,"Carrer Veïnat Puigorrat","5",NA,NA,NA,"17181","Aiguaviva",NA,"0","0"
"582","Associació Dones Africanes de Santa Cristina","+34 667 332 128","africanes2011@hotmail.com","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",578,"Passeig de Pompeu Fabra","2",NA,NA,NA,"17246","Santa Cristina d'Aro",NA,"41,811641487","2,997837882"
"583","Associació Dones amb Coratge","+34 93 688 22 56","donesambcoratge@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",417,"Carrer Jaume Balmes","3",NA,NA,NA,"08757","Corbera de Llobregat",NA,"41,416663157","1,928331494"
"584","Associació Dones Artesanes de Trajes Regionales","+34 93 331 86 76","marialuisajorgecastellano@gmail.com","","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",236,"Carrer Alts Forns","29 D",NA,"1",NA,"08038","Barcelona",NA,"41,356844592","2,136094592"
"585","Associació Dones Barri del Roser","+34 680757571","donesferreries@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",918,"Carrer Alfara","20",NA,NA,NA,"43500","Tortosa",NA,"40,837324907","0,44855359"
"586","Associació Dones d'Aro","+34 ","","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",579,"Carrer de les Escoles","2",NA,NA,"Centre Cívic de Castell-Platja d'Aro","17250","Castell-Platja d'Aro",NA,"41,818164944","3,064058946"
"587","Associació Dones de Calella","+34 675 065 765","donescalella@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",348,"Carrer de l'Esglèsia","173",NA,NA,"Casa Calella","08370","Calella",NA,"41,6170128","2,6687545"
"588","Associació Dones de Llinars del Vallès","+34 670 231 665","donesdellinars@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",361,"Carrer de Joaquim Blume","30",NA,"2",NA,"08450","Llinars del Vallès",NA,"0","0"
"589","Associació Dones de Polinyà","+34 93 713 07 53","donesdepolinya@gmail.com","http://donesdepolinya.blogspot.com/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",277,"Carrer Sant Pere","s/n",NA,NA,"Centre Cívic i Cultural","08213","Polinyà",NA,"41,555783959","2,157035041"
"590","Associació Dones del Centre","+34 93 789 74 08","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",281,"Carrer Nou de Sant Pere","36",NA,NA,NA,"08221","Terrassa",NA,"41,565377253","2,013667777"
"591","Associació Dones del Clot","+34 973 22 14 21","","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",654,"Plaça de la Constitució","s/n",NA,NA,NA,"25008","Lleida",NA,"0","0"
"592","Associació Dones del Món per la Promoció de la Integració i de la Diversitat Cultural","+34 657 404 970","canavesefanny@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",958,"Carrer Camí Reial","13",NA,"1","Hotel d'Entitats","43700","El Vendrell",NA,"0","0"
"593","Associació Dones d'Enllaç","+34 93 453 28 79","vocaliadones@gmail.com","http://www.donesenllac.org","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",188,"Calàbria","262",NA,NA,NA,"08029","Barcelona",NA,"41,38718302","2,145433868"
"594","Associació Dones d'Ogassa","+34 972 72 03 55","associaciodonesogassa@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",626,"Carrer Cabanya del Pinter","s/n",NA,NA,NA,"17861","Ogassa",NA,"0","0"
"595","Associació Dones d'Orís","+34 93 859 02 47","donesdoris@gmail.com","http://www.donesdoris.gesbisaura.cat","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",383,"Carrer Gràcia","2",NA,NA,NA,"08573","Orís",NA,"41,242417307","1,534947236"
"596","Associació Dones en Acció de Ctra. Santpedor","+34 93 874 06 42","ccaannjjoo@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",307,"Carretera Santpedor","153",NA,"2",NA,"08242","Manresa",NA,"41,737800993","1,832483675"
"597","Associació Dones en Marxa","+34 977 45 51 04","natali.andreu@gmail.com","","cultura i arts; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",938,"Carrer Nou","4",NA,NA,NA,"43528","Alfara de Carles",NA,"40,872949518","0,400423567"
"598","Associació Dones Endavant","+34 ","belemtougri@gmail.com","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",565,"Carrer de Sant Dionisi","42",NA,NA,NA,"17190","Salt",NA,"41,976216031","2,790862541"
"599","Associació Dones entre Cultures","+34 ","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",580,"Carrer de Puicerver","17",NA,"1",NA,"17251","Calonge",NA,"0","0"
"600","Associació Dones i Progrés","+34 93 778 59 38","donesiprogres@gmail.com","http://doniprog.blogspot.com.es/","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",394,"Carrer Mallorca","6",NA,NA,NA,"08640","Olesa de Montserrat",NA,"41,543900175","1,89218603"
"601","Associació Dones per la Igualtat Montornès (ADIM)","+34 618307783","adim.dones@hotmail.com","","coeducació; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",255,"Carrer Narcís Montoriol","79",NA,"2",NA,"08170","Montornès del Vallès",NA,"0","0"
"602","Associació en Defensa de la Dona Maltractada ADELFA","+34 93 798 53 93","","","jurídic i legal","social_facility","woman","Generalitat de Catalunya","2019-03-29",337,"Carrer Via Europa","98",NA,"2",NA,"08303","Mataró",NA,"41,544233849","2,432630986"
"603","Associació en Defensa de la Dona Maltractada Gam Lilium","+34 666 030 383","gamlilium@gmail.com","http://associaciolilium.org/es/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",303,"Carrer de la Canal","6",NA,"1",NA,"08241","Manresa",NA,"41,724434855","1,825518403"
"604","Associació en Defensa dels Drets de les Dones en Situació d'Exclusió i Marginació Social (Genera)","+34 687 42 63 64","genera@genera.org.es","http://www.genera.org.es","jurídic i legal","social_facility","woman","Generalitat de Catalunya","2019-03-29",7,"Carrer de Sant Llàtzer","6",NA,"1",NA,"08001","Barcelona",NA,"0","0"
"605","Associació Enxarxa. Pla Comunitari Besòs-Maresme","+34 93 256 49 28","enxarxa@enxarxa.org","","interculturalitat i migració; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",141,"Rambla de Prim","87-89",NA,NA,NA,"08019","Barcelona",NA,"41,427959284","2,197817871"
"606","Associació Esfera","+34 616 262 377","associacioesfera@gmail.com; yballesteros.ts@gmail.com","www.esferagirona.org","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",552,"Carrer de les Agudes","69",NA,"5",NA,"17006","Girona",NA,"41,971054597","2,80229122"
"607","Associació Esplai per a la Dona","+34 93 5753382","esplaiperaladona@hotmail.com","esplaidona.montcada.ca","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",251,"Carrer Sant Antoni","17-19",NA,"1",NA,"08110","Montcada i Reixac",NA,"41,485006605","2,187036018"
"608","Associació Euro-Dona","+34 93 375 10 44","eurodona@gmail.com; mcbarcelonina@gmail.com; eurodona@cornella.net","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",473,"Passeig dels Cirerers","52-58",NA,NA,NA,"08906","L'Hospitalet de Llobregat",NA,"41,364627193","2,08748275"
"609","Associació Femenina del Medi Rural - AMFAR Catalunya","+34 93 879 24 91","asajabcn@asaja-amfar.com","http://www.asaja-amfar.com/amfarCAT.html","cultura i arts; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",355,"Carrer de Sant Roc","11",NA,"1",NA,"08401","Granollers",NA,"41,608375653","2,288340033"
"610","Associació FEMTICC. Dones Actives i TICC","+34 93 313 47 60","femticc@gmail.com","http://femticc.org","comunicació, societat de la informació i TIC","social_facility","woman","Generalitat de Catalunya","2019-03-29",143,"Rambla de Prim","45",NA,"7",NA,"08019","Barcelona",NA,"41,413520958","2,215853148"
"611","Associació Fibromialgia i Fatiga Crònica Deltebre","+34 609 332 052","annadeo@hotmail.com","","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",945,"Avinguda Catalunya","9",NA,NA,NA,"43580","Deltebre",NA,"40,720088603","0,722857919"
"612","Associació Fil a l'Agulla SCCL","+34 654 070 358","info@filalagulla.org","http://www.filalagulla.org","lleure; salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",98,"Carrer Casanova","94",NA,"2",NA,"08011","Barcelona",NA,"41,386939626","2,156911992"
"613","Associació Forgender Seal","+34 93 4146011","info@forgenderseal.org","http://www.distintiudegenere.cat/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Associació Gestió Solidària","+34 93 217 41 33","info@gestiosolidaria.org","http://www.gestiosolidaria.org","cultura i arts","social_facility","woman","Generalitat de Catalunya","2019-03-29",73,"Carrer Tuset","23-25",NA,"6",NA,"08006","Barcelona",NA,"41,396409439","2,151104135"
"615","Associació Gironina d'Empresàries - AGE","+34 972 22 55 78","info@agegirona.cat","","emprenedoria i direcció d'empreses; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",545,"Carrer Manel Bonmatí Romaguera","2",NA,NA,"Pimec","17003","Girona",NA,"0","0"
"616","Associació Grup de Dones de Can Trias","+34 93 780 06 06","donescantrias@gmail.com","","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",299,"Carrer Pintor Casas","s/n",NA,NA,NA,"08232","Viladecavalls",NA,"41,558731167","1,984355995"
"617","Associació grup de Dones de Mont Lloret","+34 670 47 88 63","mont-lloret@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",592,"Carrer Mar Cantàbric","58",NA,NA,NA,"17310","Lloret de Mar",NA,"0","0"
"618","Associació Grup de Lesbianes de Girona, GLG","+34 645 579 367","lesbianesgirona@gmail.com","http://www.glg.cat/","lgtbi","social_facility","woman","Generalitat de Catalunya","2019-03-29",556,"Carrer de Santa Eugènia","146",NA,NA,"Centre Cívic Can Ninetes","17080","Girona",NA,"0","0"
"619","Associació Grup d'Història de les Dones de Fent Història","+34 658 055 792","","http://www.gencat.net/entitats/fenthis.htm; http://www.fenthistoria.org/","cultura i arts","social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Associació Hèmnes de Les","+34 680351079","hemnesdeles@gmail.com","http://hemnesdeles.blogspot.com.es","lleure; salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",785,"Carrer Quairon","2",NA,NA,NA,"25540","Les",NA,"0","0"
"621","Associació Humanitària contra l'Ablació de la Dona Africana - AHCAMA","+34 602 300 084","ahcama427@gmail.com","","cultura i arts; interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",4,"Carrer de l'Om","5",NA,"1",NA,"08001","Barcelona",NA,"41,375995746","2,172330049"
"622","Associació Impulsant","+34 645 842 214","impulsant@gmail.com","http://impulsant.blogspot.com.es/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",533,"Carrer de l'Orfeó Català","1",NA,NA,NA,"08970","Sant Joan Despí",NA,"0","0"
"623","Associació In Via","+34 93 2155626","invia@invia.cat; elisalopezmateos@hotmail.com","http://www.invia.cat","inserció laboral i ocupació","social_facility","woman","Generalitat de Catalunya","2019-03-29",58,"Carrer de l'Amistat","15",NA,NA,NA,"08005","Barcelona",NA,"41,400093877","2,205554624"
"624","Associació Independent de Dones de Catalunya Front d'Acció Sòcio-cultural","+34 93 215 14 25","donesdecatalunya@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",80,"Rambla de Catalunya","45",NA,"1",NA,"08007","Barcelona",NA,"41,390327172","2,164200822"
"625","Associació Institut Quotidiana","+34 686 623 850","info@iquotidiana.org","www.iqobservatori.org","pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",116,"Avinguda del Paral·lel","116",NA,"4",NA,"08015","Barcelona",NA,"41,375172243","2,163551336"
"626","Associació Intercultural Diàlegs de Dona","+34 672 050 460","fatima.dialegsdona@gmail.com","https://dialegsdona.org/","interculturalitat i migració; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",6,"Carrer de les Tàpies","6",NA,NA,NA,"08001","Barcelona",NA,"41,3771863","2,1716091"
"627","Associació Internacional de Solidaritat i Cooperació - SUDS","+34 93 117 25 42","info@suds.cat","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",3,"Carrer d'Erasme de Janer","8",NA,NA,NA,"08001","Barcelona",NA,"41,380068324","2,16590685"
"628","Associació Just-Dona","+34 ","","http://fdonesbaixllobregat.suport.org/associa2.htm","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",532,"Carrer Salvador Espriu","s/n",NA,NA,NA,"08960","Sant Just Desvern",NA,"41,380842462","2,070433589"
"629","Associació Juvenil Band Tokades","+34 665106614","band_tokades@yahoo.es","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",715,"Carrer de Víctor Balaguer","2B",NA,NA,NA,"25200","Cervera",NA,"0","0"
"630","Associació Juvenil Dona Jove","+34 ","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",222,"Carrer Comte d'Urgell","249",NA,NA,NA,"08036","Barcelona",NA,"41,391313436","2,146123032"
"631","Associació Juvenil Dona, Joves Nacionalistes per a la Igualtat","+34 696 241 680","jni.dona@gmail.com","","drets humans i cooperació","social_facility","woman","Generalitat de Catalunya","2019-03-29",68,"Carrer de Puig-Reig","10",NA,NA,NA,"08006","Barcelona",NA,"41,404706933","2,143035319"
"632","Associació L’Hora Violeta","+34 93 143 06 38","","http://www.lhoravioleta.org","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Associació la Dona per la Dona","+34 93 792 68 19","","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",351,"Camí de Can Caralt","21-23",NA,NA,NA,"08392","Sant Andreu de Llavaneres",NA,"0","0"
"634","Associació la Saltenca: espai de trobada de dones, per la promoció dels sabers femenins i contra les discriminacions sexistes","+34 665 812 936","","http://www.lasaltenca.org","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",566,"Carrer Major","73",NA,"1",NA,"17190","Salt",NA,"41,975912875","2,797311406"
"635","Associació l'Ateneu de la Dona de Riudellots de la Selva","+34 972864011","negrerosa@gmail.com","http://www.riudellots.com","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",600,"Carrer Sant Jordi","7",NA,NA,NA,"17457","Riudellots de la Selva",NA,"41,896851978","2,802839941"
"636","Associació LIKA (Llibertat, Igualtat i Koeducació en Acció)","+34 681 331 500","lika@associaciolika.org","http://www.associaciolika.org","coeducació; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",633,"Carrer La Palma","6-10",NA,NA,NA,"25002","Lleida",NA,"41,614831777","0,621745729"
"637","Associació Lleidatana Pro Lactància, Alleta","+34 973221444","info@alleta.cat","http://www.alleta.cat","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",632,"Carrer de la Palma","6-10",NA,NA,"Centre de Recursos Juvenils PALMA","25002","Lleida",NA,"41,614831777","0,621745729"
"638","Associació Llet de Mare","+34 669 154 121","lletdemare@grupslactancia.org","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",590,"Carrer Francesc Pi i Maragall","2-4",NA,"1",NA,"17310","Lloret de Mar",NA,"41,700577176","2,833678032"
"639","Associació Local de la Dona de la Cava","+34 977 480 414","doneslacava@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",946,"Avinguda de les Goles de l'Ebre","208",NA,NA,NA,"43580","Deltebre",NA,"40,716783503","0,736987649"
"640","Associació LOLA","+34 650244840","vanesapajares@hotmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Associació lúdico-cultural de Dones de Madremanya","+34 972 49 11 68","julia.castello@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",603,"Carrer Precessó",NA,NA,NA,NA,"17462","Madremanya",NA,"0","0"
"642","Associació Mares d'Enllaç","+34 607 222 819","mireia@maresenllac.org; maria@maresenllac.org;","http://www.maresenllac.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",367,"Carrer Santa Joanquima de Vedruna","6",NA,NA,"Escola Escorial","08500","Vic",NA,"0","0"
"643","Associació Mares Món","+34 618 26 83 52","mm.maresmon@gmail.com","http://www.maresmon.org/","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",380,"Carrer Cal Xic","28",NA,NA,NA,"08560","Manlleu",NA,"42,002539357","2,295103547"
"644","Associació MAREUS, grup de suport a la maternitat conscient i criança respectuosa","+34 609 902 690","torresm.mar@hotmail.com; pipemami@hotmail.com","http://www.mareus.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",869,"Carrer de l'Abat Escarré","11",NA,NA,NA,"43204","Reus",NA,"41,1571122","1,1168707"
"645","Associació Marinada v.n.g. (Vilanova i la Geltrú) Grup d'Autoajuda","+34 93 815 43 07","marinadavng@gmail.com","","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",435,"Passeig Marítim","73",NA,NA,NA,"08800","Vilanova i la Geltrú",NA,"0","0"
"646","Associació MELIC (Mares En Lactància I Criança)","+34 617 810 554","melic.palafrugell@gmail.com","https://sites.google.com/site/melicpalafrugell/home","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",571,"Carrer Botines","26",NA,NA,NA,"17200","Palafrugell",NA,"41,915704035","3,164261435"
"647","Associació Mileva per a l'Eradicació de la Violència Domèstica i Familiar de Vic","+34 622 426 182","asmileva0@gmail.com; nel.pena7@gmail.com; poemanel7@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",365,"Carrer Pare Coll","7",NA,"2",NA,"08500","Vic",NA,"41,932664575","2,253821109"
"648","Associació Pahacana","+34 687405784","pahacana@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",569,"Carrer Sant Joan","22",NA,NA,NA,"17190","Salt",NA,"41,975508412","2,783464987"
